Name,Fruit 1,Fruit 2,Fruit 3,Fruit 4,Total Fruits Bought,Date,Day,Purchase ID
Pauline,Banana,Apple,Tangerine,Pawpaw,5,2000-11-02,Thu,2363
Hauwa,Papaya,Orange,Tangerine,Papaya,10,2000-11-02,Thu,2364
Pauline,Apple,Pineapple,Strawberry,Guava,4,2000-11-02,Thu,2365
Esther,Apple,Orange,Strawberry,Tangerine,20,2000-11-02,Thu,2366
Juliet,Pineapple,Pineapple,Pineapple,Pineapple,5,2000-11-02,Thu,2367
Jamie,Banana,Strawberry,Pineapple,Pawpaw,8,2000-11-02,Thu,2368
Jamie,Orange,Papaya,Orange,Papaya,20,2000-11-02,Thu,2369
Ralph,Banana,Orange,Pineapple,Apple,7,2000-11-02,Thu,2370
Pauline,Banana,Apple,Strawberry,Pawpaw,13,2000-11-02,Thu,2371
Hauwa,Watermelon,Apple,Tangerine,Pineapple,9,2000-11-02,Thu,2372
Hauwa,Pineapple,Strawberry,Strawberry,Apple,5,2000-11-02,Thu,2373
Hauwa,Apple,Banana,Tangerine,Pineapple,5,2000-11-02,Thu,2374
Hauwa,Papaya,Pineapple,Orange,Tangerine,10,2000-11-02,Thu,2375
Ralph,Orange,Strawberry,Strawberry,Pineapple,20,2000-11-02,Thu,2376
Philip,Pineapple,Orange,Orange,Guava,20,2000-11-02,Thu,2377
Ralph,Watermelon,Tangerine,Orange,Tangerine,17,2000-11-02,Thu,2378
Ralph,Pineapple,Apple,Pineapple,Papaya,7,2000-11-02,Thu,2379
Ralph,Apple,Pineapple,Tangerine,Pineapple,5,2000-11-02,Thu,2380
Jamie,Papaya,Papaya,Pineapple,Papaya,9,2000-11-02,Thu,2381
Ralph,Apple,Strawberry,Pineapple,Tangerine,5,2000-11-02,Thu,2382
Philip,Apple,Orange,Strawberry,Papaya,17,2000-11-02,Thu,2383
Pauline,Orange,Orange,Orange,Orange,10,2000-11-02,Thu,2384
Pauline,Orange,Pineapple,Strawberry,Orange,21,2000-11-02,Thu,2385
Juliet,Watermelon,Strawberry,Orange,Apple,11,2000-11-02,Thu,2386
Jamie,Watermelon,Papaya,Strawberry,Pineapple,9,2000-11-02,Thu,2387
Hauwa,Papaya,Orange,Tangerine,Guava,17,2000-11-02,Thu,2388
Ralph,Banana,Papaya,Pineapple,Pawpaw,17,2000-11-02,Thu,2389
Sam,Apple,Apple,Pineapple,Pineapple,8,2000-11-02,Thu,2390
Ralph,Papaya,Banana,Pineapple,Pawpaw,20,2000-11-02,Thu,2391
Ralph,Orange,Pineapple,Pineapple,Apple,17,2000-11-02,Thu,2392
Esther,Watermelon,Strawberry,Pineapple,Pawpaw,8,2000-11-02,Thu,2393
Jamie,Banana,Tangerine,Tangerine,Guava,10,2000-11-02,Thu,2394
Jamie,Watermelon,Banana,Tangerine,Apple,20,2000-11-02,Thu,2395
Jamie,Banana,Tangerine,Pineapple,Orange,6,2000-11-02,Thu,2396
Sam,Orange,Banana,Orange,Orange,4,2000-11-02,Thu,2397
Philip,Orange,Tangerine,Tangerine,Pineapple,8,2000-11-02,Thu,2398
Philip,Papaya,Banana,Pineapple,Pineapple,11,2000-11-02,Thu,2399
Pauline,Banana,Papaya,Strawberry,Papaya,13,2000-11-02,Thu,2400
Juliet,Banana,Strawberry,Tangerine,Papaya,17,2000-11-02,Thu,2401
Hauwa,Banana,Apple,Tangerine,Papaya,5,2000-11-02,Thu,2402
Ralph,Pineapple,Apple,Pineapple,Guava,8,2000-11-02,Thu,2403
Hauwa,Banana,Strawberry,Strawberry,Guava,6,2000-11-02,Thu,2404
Hauwa,Papaya,Apple,Tangerine,Tangerine,7,2000-11-02,Thu,2405
Pauline,Orange,Strawberry,Pineapple,Pawpaw,8,2000-11-02,Thu,2406
Jerry,Orange,Tangerine,Strawberry,Orange,10,2000-11-02,Thu,2407
Pauline,Apple,Banana,Strawberry,Tangerine,10,2000-11-03,Fri,2408
Jamie,Banana,Apple,Pineapple,Pawpaw,11,2000-11-03,Fri,2409
Esther,Banana,Strawberry,Strawberry,Guava,8,2000-11-03,Fri,2410
Esther,Orange,Tangerine,Pineapple,Guava,5,2000-11-03,Fri,2411
Juliet,Papaya,Apple,Tangerine,Guava,10,2000-11-03,Fri,2412
Jamie,Orange,Strawberry,Pineapple,Tangerine,10,2000-11-03,Fri,2413
Hauwa,Apple,Tangerine,Pineapple,Pawpaw,5,2000-11-03,Fri,2414
Hauwa,Banana,Banana,Pineapple,Papaya,8,2000-11-03,Fri,2415
Jamie,Orange,Orange,Pineapple,Guava,20,2000-11-03,Fri,2416
Ralph,Orange,Strawberry,Tangerine,Papaya,6,2000-11-03,Fri,2417
Sam,Banana,Papaya,Strawberry,Guava,17,2000-11-03,Fri,2418
Jerry,Orange,Orange,Pineapple,Orange,20,2000-11-03,Fri,2419
Esther,Orange,Tangerine,Pineapple,Guava,13,2000-11-03,Fri,2420
Jerry,Pineapple,Tangerine,Strawberry,Tangerine,10,2000-11-03,Fri,2421
Pauline,Banana,Strawberry,Pineapple,Tangerine,20,2000-11-03,Fri,2422
Sam,Apple,Tangerine,Pineapple,Pawpaw,13,2000-11-03,Fri,2423
Juliet,Orange,Apple,Orange,Papaya,20,2000-11-03,Fri,2424
Juliet,Pineapple,Apple,Orange,Tangerine,4,2000-11-03,Fri,2425
Pauline,Pineapple,Banana,Strawberry,Tangerine,8,2000-11-03,Fri,2426
Sam,Apple,Banana,Tangerine,Orange,10,2000-11-03,Fri,2427
Pauline,Pineapple,Pineapple,Orange,Pineapple,8,2000-11-03,Fri,2428
Sam,Orange,Apple,Pineapple,Apple,5,2000-11-03,Fri,2429
Philip,Orange,Apple,Orange,Papaya,20,2000-11-03,Fri,2430
Pauline,Banana,Orange,Strawberry,Apple,8,2000-11-03,Fri,2431
Sam,Apple,Banana,Strawberry,Guava,10,2000-11-03,Fri,2432
Jamie,Banana,Apple,Pineapple,Apple,8,2000-11-03,Fri,2433
Pauline,Papaya,Papaya,Strawberry,Tangerine,7,2000-11-03,Fri,2434
Philip,Apple,Apple,Pineapple,Papaya,8,2000-11-03,Fri,2435
Jamie,Watermelon,Papaya,Tangerine,Pineapple,10,2000-11-03,Fri,2436
Ralph,Orange,Banana,Pineapple,Pineapple,8,2000-11-03,Fri,2437
Esther,Papaya,Orange,Tangerine,Guava,7,2000-11-03,Fri,2438
Philip,Watermelon,Tangerine,Tangerine,Papaya,4,2000-11-03,Fri,2439
Pauline,Orange,Pineapple,Tangerine,Guava,11,2000-11-03,Fri,2440
Jerry,Papaya,Apple,Pineapple,Tangerine,6,2000-11-03,Fri,2441
Jamie,Orange,Orange,Orange,Orange,5,2000-11-03,Fri,2442
Sam,Apple,Strawberry,Pineapple,Orange,9,2000-11-03,Fri,2443
Jamie,Pineapple,Pineapple,Strawberry,Tangerine,8,2000-11-03,Fri,2444
Philip,Banana,Papaya,Strawberry,Tangerine,20,2000-11-03,Fri,2445
Ralph,Orange,Orange,Orange,Papaya,5,2000-11-03,Fri,2446
Sam,Banana,Apple,Pineapple,Pawpaw,9,2000-11-03,Fri,2447
Pauline,Papaya,Orange,Strawberry,Orange,20,2000-11-03,Fri,2448
Hauwa,Apple,Orange,Strawberry,Guava,13,2000-11-03,Fri,2449
Hauwa,Banana,Apple,Pineapple,Pineapple,7,2000-11-03,Fri,2450
Esther,Apple,Apple,Strawberry,Tangerine,9,2000-11-03,Fri,2451
Jamie,Orange,Pineapple,Orange,Papaya,7,2000-11-03,Fri,2452
Sam,Pineapple,Banana,Orange,Papaya,20,2000-11-03,Fri,2453
Sam,Banana,Strawberry,Orange,Guava,13,2000-11-03,Fri,2454
Sam,Pineapple,Strawberry,Pineapple,Papaya,10,2000-11-03,Fri,2455
Pauline,Apple,Tangerine,Orange,Pineapple,11,2000-11-03,Fri,2456
Juliet,Orange,Pineapple,Pineapple,Pineapple,11,2000-11-04,Sat,2457
Jamie,Watermelon,Papaya,Pineapple,Pineapple,10,2000-11-04,Sat,2458
Ralph,Orange,Papaya,Orange,Apple,10,2000-11-04,Sat,2459
Juliet,Pineapple,Apple,Pineapple,Apple,5,2000-11-04,Sat,2460
Hauwa,Apple,Pineapple,Tangerine,Pawpaw,5,2000-11-04,Sat,2461
Pauline,Papaya,Apple,Strawberry,Papaya,8,2000-11-04,Sat,2462
Juliet,Apple,Tangerine,Strawberry,Guava,8,2000-11-04,Sat,2463
Philip,Pineapple,Apple,Pineapple,Guava,17,2000-11-04,Sat,2464
Ralph,Apple,Apple,Orange,Pineapple,6,2000-11-04,Sat,2465
Ralph,Orange,Strawberry,Strawberry,Guava,11,2000-11-04,Sat,2466
Sam,Watermelon,Papaya,Tangerine,Tangerine,21,2000-11-04,Sat,2467
Jerry,Banana,Strawberry,Pineapple,Papaya,11,2000-11-04,Sat,2468
Sam,Apple,Apple,Orange,Papaya,10,2000-11-04,Sat,2469
Pauline,Pineapple,Tangerine,Tangerine,Tangerine,8,2000-11-04,Sat,2470
Philip,Apple,Apple,Orange,Guava,10,2000-11-04,Sat,2471
Hauwa,Banana,Pineapple,Pineapple,Apple,4,2000-11-04,Sat,2472
Ralph,Apple,Strawberry,Orange,Orange,11,2000-11-04,Sat,2473
Philip,Papaya,Orange,Tangerine,Pawpaw,20,2000-11-04,Sat,2474
Sam,Orange,Apple,Tangerine,Tangerine,21,2000-11-04,Sat,2475
Hauwa,Pineapple,Orange,Tangerine,Papaya,8,2000-11-04,Sat,2476
Pauline,Banana,Apple,Orange,Tangerine,9,2000-11-04,Sat,2477
Juliet,Papaya,Apple,Tangerine,Pawpaw,13,2000-11-04,Sat,2478
Hauwa,Apple,Apple,Tangerine,Papaya,5,2000-11-04,Sat,2479
Jamie,Orange,Apple,Pineapple,Tangerine,7,2000-11-04,Sat,2480
Jamie,Pineapple,Strawberry,Strawberry,Pawpaw,9,2000-11-04,Sat,2481
Hauwa,Apple,Apple,Pineapple,Pawpaw,5,2000-11-04,Sat,2482
Juliet,Orange,Tangerine,Orange,Apple,9,2000-11-04,Sat,2483
Ralph,Pineapple,Banana,Tangerine,Pawpaw,10,2000-11-04,Sat,2484
Pauline,Apple,Apple,Strawberry,Orange,7,2000-11-04,Sat,2485
Pauline,Pineapple,Tangerine,Orange,Pineapple,7,2000-11-04,Sat,2486
Pauline,Apple,Papaya,Pineapple,Guava,8,2000-11-04,Sat,2487
Jerry,Orange,Pineapple,Tangerine,Pawpaw,8,2000-11-04,Sat,2488
Pauline,Orange,Strawberry,Tangerine,Pineapple,20,2000-11-04,Sat,2489
Ralph,Watermelon,Strawberry,Pineapple,Apple,9,2000-11-04,Sat,2490
Hauwa,Orange,Orange,Orange,Papaya,17,2000-11-04,Sat,2491
Sam,Apple,Papaya,Strawberry,Guava,9,2000-11-04,Sat,2492
Ralph,Banana,Papaya,Pineapple,Papaya,9,2000-11-04,Sat,2493
Juliet,Pineapple,Apple,Pineapple,Orange,7,2000-11-04,Sat,2494
Juliet,Apple,Apple,Tangerine,Orange,17,2000-11-04,Sat,2495
Philip,Pineapple,Pineapple,Tangerine,Pineapple,4,2000-11-04,Sat,2496
Esther,Pineapple,Apple,Pineapple,Orange,20,2000-11-04,Sat,2497
Juliet,Apple,Apple,Tangerine,Pineapple,10,2000-11-04,Sat,2498
Juliet,Watermelon,Apple,Orange,Tangerine,5,2000-11-04,Sat,2499
Ralph,Apple,Tangerine,Orange,Pineapple,13,2000-11-04,Sat,2500
Pauline,Apple,Orange,Strawberry,Guava,10,2000-11-04,Sat,2501
Hauwa,Watermelon,Orange,Orange,Apple,11,2000-11-04,Sat,2502
Hauwa,Apple,Strawberry,Tangerine,Pawpaw,11,2000-11-04,Sat,2503
Sam,Pineapple,Apple,Pineapple,Pawpaw,20,2000-11-04,Sat,2504
Hauwa,Orange,Papaya,Pineapple,Papaya,10,2000-11-04,Sat,2505
Jerry,Banana,Pineapple,Orange,Pineapple,13,2000-11-04,Sat,2506
Jamie,Apple,Strawberry,Pineapple,Guava,17,2000-11-04,Sat,2507
Philip,Pineapple,Pineapple,Pineapple,Papaya,8,2000-11-04,Sat,2508
Esther,Apple,Pineapple,Tangerine,Papaya,6,2000-11-04,Sat,2509
Pauline,Apple,Pineapple,Orange,Pineapple,5,2000-11-05,Sun,2510
Juliet,Banana,Strawberry,Strawberry,Apple,6,2000-11-05,Sun,2511
Pauline,Watermelon,Papaya,Pineapple,Guava,13,2000-11-05,Sun,2512
Jamie,Pineapple,Orange,Tangerine,Apple,9,2000-11-05,Sun,2513
Esther,Papaya,Banana,Tangerine,Apple,8,2000-11-05,Sun,2514
Juliet,Papaya,Orange,Tangerine,Pineapple,10,2000-11-05,Sun,2515
Pauline,Orange,Pineapple,Pineapple,Tangerine,7,2000-11-05,Sun,2516
Hauwa,Papaya,Pineapple,Orange,Papaya,20,2000-11-05,Sun,2517
Philip,Watermelon,Tangerine,Strawberry,Apple,8,2000-11-05,Sun,2518
Jamie,Orange,Tangerine,Strawberry,Pineapple,7,2000-11-05,Sun,2519
Ralph,Pineapple,Apple,Orange,Papaya,9,2000-11-05,Sun,2520
Philip,Apple,Strawberry,Pineapple,Pawpaw,11,2000-11-05,Sun,2521
Jerry,Apple,Strawberry,Strawberry,Pawpaw,21,2000-11-05,Sun,2522
Pauline,Apple,Strawberry,Tangerine,Papaya,7,2000-11-05,Sun,2523
Hauwa,Orange,Banana,Tangerine,Papaya,4,2000-11-05,Sun,2524
Sam,Orange,Apple,Orange,Papaya,11,2000-11-05,Sun,2525
Pauline,Apple,Pineapple,Orange,Orange,8,2000-11-05,Sun,2526
Juliet,Orange,Orange,Strawberry,Papaya,8,2000-11-05,Sun,2527
Hauwa,Apple,Strawberry,Strawberry,Papaya,20,2000-11-05,Sun,2528
Esther,Apple,Apple,Strawberry,Guava,20,2000-11-05,Sun,2529
Jamie,Watermelon,Tangerine,Strawberry,Tangerine,8,2000-11-05,Sun,2530
Pauline,Watermelon,Pineapple,Orange,Pineapple,6,2000-11-05,Sun,2531
Ralph,Watermelon,Papaya,Tangerine,Pineapple,4,2000-11-05,Sun,2532
Jamie,Pineapple,Pineapple,Orange,Pineapple,5,2000-11-05,Sun,2533
Philip,Apple,Tangerine,Orange,Papaya,10,2000-11-05,Sun,2534
Jamie,Orange,Apple,Pineapple,Pineapple,17,2000-11-05,Sun,2535
Esther,Orange,Papaya,Tangerine,Tangerine,20,2000-11-05,Sun,2536
Hauwa,Banana,Tangerine,Strawberry,Orange,21,2000-11-05,Sun,2537
Jerry,Pineapple,Apple,Orange,Papaya,5,2000-11-05,Sun,2538
Pauline,Watermelon,Apple,Orange,Guava,20,2000-11-05,Sun,2539
Hauwa,Apple,Orange,Orange,Tangerine,5,2000-11-05,Sun,2540
Philip,Apple,Strawberry,Tangerine,Papaya,21,2000-11-05,Sun,2541
Pauline,Apple,Orange,Strawberry,Papaya,8,2000-11-05,Sun,2542
Pauline,Pineapple,Banana,Pineapple,Pineapple,20,2000-11-05,Sun,2543
Juliet,Apple,Orange,Tangerine,Papaya,8,2000-11-05,Sun,2544
Pauline,Apple,Banana,Strawberry,Pineapple,8,2000-11-05,Sun,2545
Jamie,Orange,Strawberry,Tangerine,Apple,13,2000-11-05,Sun,2546
Juliet,Orange,Apple,Tangerine,Papaya,9,2000-11-05,Sun,2547
Hauwa,Banana,Strawberry,Tangerine,Guava,5,2000-11-05,Sun,2548
Pauline,Orange,Tangerine,Strawberry,Papaya,21,2000-11-05,Sun,2549
Jerry,Apple,Papaya,Orange,Pawpaw,5,2000-11-05,Sun,2550
Sam,Pineapple,Papaya,Pineapple,Papaya,10,2000-11-05,Sun,2551
Philip,Orange,Tangerine,Orange,Tangerine,17,2000-11-05,Sun,2552
Esther,Orange,Tangerine,Tangerine,Guava,8,2000-11-05,Sun,2553
Philip,Banana,Apple,Strawberry,Guava,5,2000-11-05,Sun,2554
Juliet,Pineapple,Strawberry,Strawberry,Orange,10,2000-11-05,Sun,2555
Sam,Banana,Apple,Tangerine,Pineapple,4,2000-11-06,Mon,2556
Philip,Banana,Banana,Tangerine,Tangerine,8,2000-11-06,Mon,2557
Pauline,Papaya,Strawberry,Pineapple,Pineapple,5,2000-11-06,Mon,2558
Hauwa,Apple,Apple,Pineapple,Apple,21,2000-11-06,Mon,2559
Philip,Apple,Banana,Tangerine,Tangerine,9,2000-11-06,Mon,2560
Sam,Banana,Papaya,Tangerine,Apple,4,2000-11-06,Mon,2561
Ralph,Banana,Strawberry,Strawberry,Pineapple,10,2000-11-06,Mon,2562
Pauline,Banana,Strawberry,Pineapple,Guava,13,2000-11-06,Mon,2563
Pauline,Watermelon,Banana,Strawberry,Pawpaw,6,2000-11-06,Mon,2564
Philip,Watermelon,Apple,Tangerine,Apple,21,2000-11-06,Mon,2565
Juliet,Orange,Pineapple,Tangerine,Guava,8,2000-11-06,Mon,2566
Sam,Pineapple,Strawberry,Pineapple,Apple,21,2000-11-06,Mon,2567
Juliet,Pineapple,Papaya,Strawberry,Orange,5,2000-11-06,Mon,2568
Jamie,Papaya,Strawberry,Orange,Tangerine,20,2000-11-06,Mon,2569
Esther,Watermelon,Papaya,Pineapple,Tangerine,4,2000-11-06,Mon,2570
Philip,Apple,Strawberry,Pineapple,Guava,20,2000-11-06,Mon,2571
Sam,Watermelon,Pineapple,Tangerine,Pineapple,10,2000-11-06,Mon,2572
Hauwa,Papaya,Banana,Strawberry,Pawpaw,7,2000-11-06,Mon,2573
Sam,Watermelon,Tangerine,Orange,Tangerine,10,2000-11-06,Mon,2574
Jamie,Orange,Tangerine,Orange,Papaya,21,2000-11-06,Mon,2575
Jamie,Pineapple,Orange,Orange,Pawpaw,7,2000-11-06,Mon,2576
Pauline,Watermelon,Apple,Pineapple,Papaya,20,2000-11-06,Mon,2577
Philip,Apple,Strawberry,Orange,Papaya,8,2000-11-06,Mon,2578
Juliet,Orange,Banana,Strawberry,Pineapple,17,2000-11-06,Mon,2579
Esther,Watermelon,Strawberry,Tangerine,Papaya,8,2000-11-06,Mon,2580
Hauwa,Apple,Orange,Tangerine,Papaya,10,2000-11-06,Mon,2581
Sam,Pineapple,Pineapple,Tangerine,Orange,20,2000-11-06,Mon,2582
Juliet,Apple,Papaya,Tangerine,Pineapple,13,2000-11-06,Mon,2583
Hauwa,Orange,Strawberry,Strawberry,Orange,4,2000-11-06,Mon,2584
Philip,Pineapple,Papaya,Tangerine,Apple,10,2000-11-06,Mon,2585
Ralph,Papaya,Banana,Strawberry,Guava,5,2000-11-06,Mon,2586
Juliet,Banana,Papaya,Pineapple,Papaya,8,2000-11-06,Mon,2587
Jerry,Orange,Pineapple,Orange,Tangerine,6,2000-11-06,Mon,2588
Hauwa,Orange,Strawberry,Pineapple,Papaya,5,2000-11-06,Mon,2589
Pauline,Orange,Tangerine,Strawberry,Guava,7,2000-11-06,Mon,2590
Jamie,Orange,Banana,Pineapple,Papaya,13,2000-11-06,Mon,2591
Philip,Watermelon,Apple,Orange,Pawpaw,7,2000-11-06,Mon,2592
Esther,Banana,Apple,Strawberry,Papaya,10,2000-11-06,Mon,2593
Esther,Orange,Banana,Orange,Papaya,5,2000-11-06,Mon,2594
Hauwa,Apple,Apple,Orange,Papaya,8,2000-11-06,Mon,2595
Jerry,Orange,Tangerine,Orange,Apple,10,2000-11-06,Mon,2596
Jamie,Orange,Tangerine,Pineapple,Apple,8,2000-11-06,Mon,2597
Juliet,Apple,Orange,Strawberry,Guava,13,2000-11-06,Mon,2598
Philip,Pineapple,Orange,Tangerine,Apple,8,2000-11-06,Mon,2599
Esther,Apple,Pineapple,Tangerine,Pawpaw,21,2000-11-06,Mon,2600
Ralph,Orange,Orange,Pineapple,Orange,9,2000-11-06,Mon,2601
Juliet,Watermelon,Banana,Strawberry,Pineapple,4,2000-11-06,Mon,2602
Philip,Orange,Pineapple,Strawberry,Guava,8,2000-11-06,Mon,2603
Hauwa,Watermelon,Apple,Pineapple,Orange,5,2000-11-06,Mon,2604
Esther,Banana,Banana,Strawberry,Apple,20,2000-11-06,Mon,2605
Esther,Watermelon,Tangerine,Orange,Papaya,8,2000-11-06,Mon,2606
Ralph,Orange,Orange,Pineapple,Pineapple,8,2000-11-06,Mon,2607
Pauline,Papaya,Papaya,Orange,Apple,21,2000-11-06,Mon,2608
Juliet,Apple,Pineapple,Pineapple,Tangerine,5,2000-11-06,Mon,2609
Jamie,Orange,Tangerine,Orange,Tangerine,20,2000-11-06,Mon,2610
Hauwa,Papaya,Tangerine,Tangerine,Tangerine,13,2000-11-06,Mon,2611
Ralph,Apple,Strawberry,Tangerine,Tangerine,4,2000-11-07,Tue,2612
Philip,Orange,Strawberry,Orange,Tangerine,8,2000-11-07,Tue,2613
Juliet,Banana,Orange,Orange,Tangerine,5,2000-11-07,Tue,2614
Ralph,Banana,Pineapple,Orange,Tangerine,7,2000-11-07,Tue,2615
Pauline,Pineapple,Apple,Tangerine,Orange,8,2000-11-07,Tue,2616
Hauwa,Pineapple,Apple,Pineapple,Papaya,17,2000-11-07,Tue,2617
Juliet,Papaya,Apple,Strawberry,Pawpaw,11,2000-11-07,Tue,2618
Ralph,Pineapple,Apple,Orange,Papaya,8,2000-11-07,Tue,2619
Juliet,Apple,Apple,Orange,Guava,8,2000-11-07,Tue,2620
Philip,Orange,Strawberry,Pineapple,Papaya,20,2000-11-07,Tue,2621
Sam,Orange,Orange,Pineapple,Orange,10,2000-11-07,Tue,2622
Jerry,Orange,Pineapple,Orange,Papaya,13,2000-11-07,Tue,2623
Sam,Orange,Strawberry,Tangerine,Papaya,5,2000-11-07,Tue,2624
Esther,Banana,Tangerine,Pineapple,Guava,21,2000-11-07,Tue,2625
Ralph,Orange,Banana,Tangerine,Pawpaw,20,2000-11-07,Tue,2626
Pauline,Papaya,Strawberry,Tangerine,Papaya,21,2000-11-07,Tue,2627
Pauline,Watermelon,Banana,Pineapple,Orange,20,2000-11-07,Tue,2628
Sam,Papaya,Strawberry,Pineapple,Apple,6,2000-11-07,Tue,2629
Juliet,Apple,Pineapple,Orange,Papaya,20,2000-11-07,Tue,2630
Pauline,Apple,Papaya,Orange,Papaya,6,2000-11-07,Tue,2631
Esther,Orange,Apple,Pineapple,Guava,7,2000-11-07,Tue,2632
Sam,Orange,Papaya,Pineapple,Pineapple,11,2000-11-07,Tue,2633
Sam,Apple,Papaya,Orange,Pineapple,17,2000-11-07,Tue,2634
Jamie,Watermelon,Banana,Orange,Guava,6,2000-11-07,Tue,2635
Jerry,Watermelon,Tangerine,Strawberry,Tangerine,20,2000-11-07,Tue,2636
Pauline,Apple,Apple,Pineapple,Papaya,11,2000-11-07,Tue,2637
Juliet,Banana,Apple,Tangerine,Guava,4,2000-11-07,Tue,2638
Pauline,Apple,Strawberry,Strawberry,Papaya,8,2000-11-07,Tue,2639
Juliet,Watermelon,Tangerine,Tangerine,Papaya,8,2000-11-07,Tue,2640
Hauwa,Apple,Tangerine,Orange,Apple,13,2000-11-07,Tue,2641
Esther,Orange,Papaya,Strawberry,Tangerine,10,2000-11-07,Tue,2642
Ralph,Apple,Banana,Tangerine,Tangerine,21,2000-11-07,Tue,2643
Pauline,Banana,Apple,Pineapple,Pawpaw,10,2000-11-07,Tue,2644
Sam,Apple,Tangerine,Orange,Papaya,5,2000-11-07,Tue,2645
Sam,Apple,Orange,Tangerine,Tangerine,4,2000-11-07,Tue,2646
Hauwa,Orange,Papaya,Tangerine,Apple,10,2000-11-07,Tue,2647
Esther,Apple,Orange,Orange,Guava,8,2000-11-07,Tue,2648
Jamie,Orange,Apple,Tangerine,Papaya,6,2000-11-07,Tue,2649
Pauline,Orange,Apple,Tangerine,Tangerine,8,2000-11-07,Tue,2650
Sam,Orange,Pineapple,Orange,Papaya,8,2000-11-07,Tue,2651
Hauwa,Apple,Tangerine,Orange,Guava,20,2000-11-07,Tue,2652
Philip,Orange,Orange,Pineapple,Papaya,17,2000-11-07,Tue,2653
Hauwa,Papaya,Papaya,Strawberry,Pineapple,10,2000-11-07,Tue,2654
Pauline,Orange,Strawberry,Pineapple,Papaya,21,2000-11-07,Tue,2655
Juliet,Banana,Papaya,Orange,Guava,10,2000-11-07,Tue,2656
Esther,Pineapple,Strawberry,Orange,Guava,8,2000-11-07,Tue,2657
Pauline,Pineapple,Papaya,Orange,Tangerine,7,2000-11-07,Tue,2658
Philip,Papaya,Apple,Tangerine,Pineapple,13,2000-11-07,Tue,2659
Sam,Apple,Tangerine,Tangerine,Guava,21,2000-11-07,Tue,2660
Ralph,Apple,Papaya,Pineapple,Orange,21,2000-12-01,Fri,2661
Hauwa,Pineapple,Banana,Strawberry,Orange,5,2000-12-01,Fri,2662
Pauline,Apple,Apple,Pineapple,Papaya,13,2000-12-01,Fri,2663
Hauwa,Banana,Strawberry,Strawberry,Tangerine,20,2000-12-01,Fri,2664
Esther,Apple,Strawberry,Strawberry,Papaya,9,2000-12-01,Fri,2665
Juliet,Apple,Banana,Pineapple,Tangerine,11,2000-12-01,Fri,2666
Esther,Orange,Papaya,Strawberry,Papaya,21,2000-12-01,Fri,2667
Juliet,Apple,Papaya,Orange,Papaya,8,2000-12-01,Fri,2668
Philip,Orange,Strawberry,Orange,Pawpaw,10,2000-12-01,Fri,2669
Esther,Banana,Pineapple,Tangerine,Pawpaw,6,2000-12-01,Fri,2670
Hauwa,Apple,Apple,Tangerine,Orange,10,2000-12-01,Fri,2671
Ralph,Papaya,Apple,Tangerine,Papaya,10,2000-12-01,Fri,2672
Jerry,Orange,Strawberry,Strawberry,Papaya,8,2000-12-01,Fri,2673
Juliet,Watermelon,Banana,Strawberry,Papaya,10,2000-12-01,Fri,2674
Philip,Orange,Orange,Tangerine,Papaya,10,2000-12-01,Fri,2675
Juliet,Watermelon,Tangerine,Strawberry,Papaya,20,2000-12-01,Fri,2676
Pauline,Watermelon,Apple,Pineapple,Papaya,17,2000-12-01,Fri,2677
Juliet,Banana,Papaya,Strawberry,Apple,20,2000-12-01,Fri,2678
Sam,Banana,Apple,Orange,Tangerine,13,2000-12-01,Fri,2679
Sam,Pineapple,Papaya,Orange,Papaya,8,2000-12-01,Fri,2680
Pauline,Pineapple,Tangerine,Orange,Pawpaw,5,2000-12-01,Fri,2681
Juliet,Papaya,Apple,Tangerine,Apple,4,2000-12-01,Fri,2682
Pauline,Papaya,Apple,Tangerine,Papaya,7,2000-12-01,Fri,2683
Jerry,Banana,Strawberry,Pineapple,Apple,13,2000-12-01,Fri,2684
Ralph,Apple,Papaya,Strawberry,Guava,10,2000-12-01,Fri,2685
Juliet,Pineapple,Orange,Tangerine,Apple,6,2000-12-01,Fri,2686
Philip,Banana,Orange,Pineapple,Apple,9,2000-12-01,Fri,2687
Sam,Orange,Pineapple,Pineapple,Pineapple,5,2000-12-01,Fri,2688
Ralph,Pineapple,Tangerine,Strawberry,Papaya,20,2000-12-01,Fri,2689
Pauline,Watermelon,Papaya,Pineapple,Papaya,10,2000-12-01,Fri,2690
Jamie,Watermelon,Papaya,Orange,Pawpaw,8,2000-12-01,Fri,2691
Hauwa,Banana,Orange,Strawberry,Guava,8,2000-12-01,Fri,2692
Juliet,Apple,Banana,Strawberry,Pawpaw,20,2000-12-01,Fri,2693
Sam,Banana,Tangerine,Strawberry,Papaya,8,2000-12-01,Fri,2694
Philip,Watermelon,Tangerine,Tangerine,Pineapple,17,2000-12-01,Fri,2695
Juliet,Apple,Banana,Strawberry,Papaya,6,2000-12-01,Fri,2696
Pauline,Watermelon,Strawberry,Strawberry,Pineapple,5,2000-12-01,Fri,2697
Hauwa,Papaya,Strawberry,Pineapple,Guava,7,2000-12-01,Fri,2698
Juliet,Apple,Pineapple,Tangerine,Guava,6,2000-12-01,Fri,2699
Philip,Orange,Papaya,Pineapple,Guava,8,2000-12-01,Fri,2700
Jamie,Pineapple,Banana,Pineapple,Tangerine,8,2000-12-01,Fri,2701
